Annotation Cluster 1	Enrichment Score: 1.740645261718844
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	18	1.9672131147540985	0.33804998890199367	O75382, P0C8Z3, Q80Z37, Q83F39, Q86Y13, D2GXS7, E1C2V1, Q3T106, O70277, A4IF63, O95487, Q80TP3, Q8WYB5, Q9U489, P53992, Q6N021, A9JTP3, Q9R1R2	152	136	1357	1.181598297213622	1.0	0.9974012559361222	99.60000876383882
UP_KEYWORDS	Zinc-finger	21	2.2950819672131146	0.4110121903335951	O75382, P0C8Z3, Q80Z37, Q14590, Q86Y13, D2GXS7, E1C2V1, Q3T106, O70277, P58283, A4IF63, Q80TP3, Q8WYB5, Q6NYU2, Q9U489, P10076, A9CPT4, A9JTP3, Q9R1R2, Q6VNB8, O70230	172	177	1616	1.114702404414663	1.0	0.9065722118890928	99.87277343684148
GOTERM_BP_DIRECT	GO:0000209~protein polyubiquitination	4	0.4371584699453552	0.41784230880088424	Q80Z37, Q80TP3, Q86Y13, Q9D787	158	21	1414	1.7046413502109705	1.0	0.999999904371112	99.97962940411654

Annotation Cluster 5	Enrichment Score: 0.9029807314068523
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR013320:Concanavalin A-like lectin/glucanase, subgroup	8	0.8743169398907104	0.01879998766495246	Q6V0I7, A7XDQ9, Q15262, P28828, P28827, Q6VNB8, Q2PZL6, Q00174	166	27	1556	2.777331548415886	0.9993662361582352	0.45863028780396875	23.16776892943986
UP_KEYWORDS	Cell adhesion	8	0.8743169398907104	0.044922846385835796	Q6V0I7, P22105, P10586, P20241, P28828, P28827, Q2PZL6, Q00174	172	32	1616	2.3488372093023253	0.9999227458130626	0.6507773147914875	43.94787585496444
INTERPRO	IPR000742:Epidermal growth factor-like domain	8	0.8743169398907104	0.07846672855665351	Q6V0I7, P22105, O75581, P10079, Q2PZL6, O88281, Q00174, D3YXG0	166	36	1556	2.0829986613119145	0.999999999999983	0.8115146208895151	67.84917201013876
UP_KEYWORDS	Extracellular matrix	4	0.4371584699453552	0.07995924933838075	P22105, P10079, Q00174, D3YXG0	172	10	1616	3.7581395348837208	0.9999999649849209	0.7330185039229804	64.99226946421753
INTERPRO	IPR013032:EGF-like, conserved site	7	0.7650273224043715	0.10173316004799934	Q6V0I7, P22105, P10079, Q2PZL6, O88281, Q00174, D3YXG0	166	31	1556	2.1165954139137195	1.0	0.8363301017861416	77.45882149984857
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	4	0.4371584699453552	0.1397878907457664	Q6V0I7, P28828, P28827, Q2PZL6	158	12	1414	2.9831223628691985	1.0	0.9998762110945267	90.60897193339802
UP_KEYWORDS	EGF-like domain	7	0.7650273224043715	0.1422035008774936	Q6V0I7, P22105, O75581, P10079, Q2PZL6, O88281, D3YXG0	172	34	1616	1.9343365253077975	0.999999999999981	0.8104406385188803	85.51226062155149
UP_SEQ_FEATURE	domain:Laminin G-like 2	3	0.32786885245901637	0.1583391764628574	Q6V0I7, Q2PZL6, Q00174	151	7	1448	4.109744560075686	1.0	0.9964915026388598	92.8661231925424
UP_SEQ_FEATURE	domain:Laminin G-like 1	3	0.32786885245901637	0.1583391764628574	Q6V0I7, Q2PZL6, Q00174	151	7	1448	4.109744560075686	1.0	0.9964915026388598	92.8661231925424
SMART	SM00181:EGF	8	0.8743169398907104	0.1820436553695256	Q6V0I7, P22105, O75581, P10079, Q2PZL6, O88281, Q00174, D3YXG0	114	35	836	1.676190476190476	0.9999999999849153	0.896192076221417	90.17672098636395
INTERPRO	IPR001791:Laminin G domain	3	0.32786885245901637	0.20479206093732702	Q6V0I7, Q2PZL6, Q00174	166	8	1556	3.5150602409638556	1.0	0.9036491295686981	95.8499525488708
SMART	SM00282:LamG	3	0.32786885245901637	0.2419607648321944	Q6V0I7, Q2PZL6, Q00174	114	7	836	3.1428571428571423	0.9999999999999988	0.942876596455174	95.91918305847122
UP_KEYWORDS	Secreted	6	0.6557377049180327	0.7530410573379386	Q9UGM3, P22105, P10079, O88281, Q00174, D3YXG0	172	58	1616	0.9719326383319968	1.0	0.9846298958277374	99.99999775950693

Annotation Cluster 6	Enrichment Score: 0.8902579466991069
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:EGF-like 4	5	0.546448087431694	0.014120659425564704	Q6V0I7, P22105, O75581, Q2PZL6, O88281	151	10	1448	4.794701986754967	0.9999862182685328	0.8933745795486432	19.573594386296943
UP_SEQ_FEATURE	domain:EGF-like 6	4	0.4371584699453552	0.04128603780056709	Q6V0I7, P22105, Q2PZL6, O88281	151	8	1448	4.794701986754967	0.9999999999999961	0.9370338687771612	47.57585895507701
INTERPRO	IPR000152:EGF-type aspartate/asparagine hydroxylation site	5	0.546448087431694	0.06553324590163546	Q6V0I7, P10079, Q2PZL6, O88281, D3YXG0	166	15	1556	3.1244979919678717	0.9999999999962088	0.7680002379964709	60.983961528869145
INTERPRO	IPR000742:Epidermal growth factor-like domain	8	0.8743169398907104	0.07846672855665351	Q6V0I7, P22105, O75581, P10079, Q2PZL6, O88281, Q00174, D3YXG0	166	36	1556	2.0829986613119145	0.999999999999983	0.8115146208895151	67.84917201013876
INTERPRO	IPR018097:EGF-like calcium-binding, conserved site	5	0.546448087431694	0.08041847174226152	Q6V0I7, P10079, Q2PZL6, O88281, D3YXG0	166	16	1556	2.9292168674698797	0.9999999999999926	0.7875355272776485	68.78193393798698
INTERPRO	IPR009030:Insulin-like growth factor binding protein, N-terminal	5	0.546448087431694	0.08041847174226152	Q6V0I7, P10079, Q2PZL6, O88281, D3YXG0	166	16	1556	2.9292168674698797	0.9999999999999926	0.7875355272776485	68.78193393798698
UP_SEQ_FEATURE	domain:EGF-like 2; calcium-binding	4	0.4371584699453552	0.09662346152074484	Q6V0I7, P10079, Q2PZL6, O88281	151	11	1448	3.487055990367249	1.0	0.99094297898818	78.91164094444262
INTERPRO	IPR013032:EGF-like, conserved site	7	0.7650273224043715	0.10173316004799934	Q6V0I7, P22105, P10079, Q2PZL6, O88281, Q00174, D3YXG0	166	31	1556	2.1165954139137195	1.0	0.8363301017861416	77.45882149984857
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	11	1.2021857923497268	0.12049692841021763	Q6V0I7, Q8IV35, Q9UPN3, P20241, Q8BGQ6, P70531, P10079, Q2PZL6, O88281, D3YXG0, Q5ZM73	152	60	1357	1.636732456140351	1.0	0.970893314775189	82.06455846413128
UP_SEQ_FEATURE	domain:EGF-like 3; calcium-binding	3	0.32786885245901637	0.12106736720128489	Q6V0I7, P10079, Q2PZL6	151	6	1448	4.794701986754967	1.0	0.9964550197937214	86.14622608469561
UP_KEYWORDS	EGF-like domain	7	0.7650273224043715	0.1422035008774936	Q6V0I7, P22105, O75581, P10079, Q2PZL6, O88281, D3YXG0	172	34	1616	1.9343365253077975	0.999999999999981	0.8104406385188803	85.51226062155149
INTERPRO	IPR001881:EGF-like calcium-binding	5	0.546448087431694	0.1541954412005772	Q6V0I7, P10079, Q2PZL6, O88281, D3YXG0	166	20	1556	2.3433734939759034	1.0	0.8770574530213363	90.22638079499899
UP_SEQ_FEATURE	domain:EGF-like 5	3	0.32786885245901637	0.1583391764628574	Q6V0I7, P22105, Q2PZL6	151	7	1448	4.109744560075686	1.0	0.9964915026388598	92.8661231925424
SMART	SM00181:EGF	8	0.8743169398907104	0.1820436553695256	Q6V0I7, P22105, O75581, P10079, Q2PZL6, O88281, Q00174, D3YXG0	114	35	836	1.676190476190476	0.9999999999849153	0.896192076221417	90.17672098636395
GOTERM_BP_DIRECT	GO:0021987~cerebral cortex development	3	0.32786885245901637	0.22002655698450152	Q6V0I7, O75581, Q2PZL6	158	8	1414	3.356012658227848	1.0	0.9999962854112976	97.98315375554718
SMART	SM00179:EGF_CA	5	0.546448087431694	0.28004411578524024	Q6V0I7, P10079, Q2PZL6, O88281, D3YXG0	114	20	836	1.8333333333333333	1.0	0.9564570671626769	97.74965828340626
UP_SEQ_FEATURE	domain:EGF-like 1	4	0.4371584699453552	0.34352014562911853	Q6V0I7, O75581, P10079, Q2PZL6	151	20	1448	1.917880794701987	1.0	0.9999223587182007	99.84137145789099
UP_SEQ_FEATURE	domain:EGF-like 3	3	0.32786885245901637	0.43432576905723674	P22105, O75581, O88281	151	14	1448	2.054872280037843	1.0	0.9999821974678472	99.9837796223686
UP_KEYWORDS	Secreted	6	0.6557377049180327	0.7530410573379386	Q9UGM3, P22105, P10079, O88281, Q00174, D3YXG0	172	58	1616	0.9719326383319968	1.0	0.9846298958277374	99.99999775950693

Annotation Cluster 7	Enrichment Score: 0.7578306752147822
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Tight junction	3	0.32786885245901637	0.1255976299135066	Q7KRY7, Q9BTW9, P20241	172	6	1616	4.6976744186046515	0.999999999999017	0.7847622170799421	81.55508388096827
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	3	0.32786885245901637	0.16348232265991156	Q7KRY7, Q9BTW9, P20241	157	7	1477	4.031847133757961	1.0	0.9988674570749488	89.82616527144692
GOTERM_CC_DIRECT	GO:0016328~lateral plasma membrane	3	0.32786885245901637	0.20349854011666524	Q7KRY7, Q9BTW9, P20241	157	8	1477	3.5278662420382165	1.0	0.994414604432185	94.56828203730426
UP_KEYWORDS	Cell junction	8	0.8743169398907104	0.22267105036619325	Q7KRY7, Q15262, Q9BTW9, P20241, Q80TE7, Q00174, Q9NRA2, D3YXG0	172	47	1616	1.599208312716477	1.0	0.8329228128951974	95.81003615432827

Annotation Cluster 8	Enrichment Score: 0.7561802431082444
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0042162~telomeric DNA binding	3	0.32786885245901637	0.03422039310359347	P27641, Q8BKX6, Q96Q15	152	3	1357	8.927631578947368	0.9999738155586766	0.8787704027276376	37.2493535228265
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	8	0.8743169398907104	0.08416932052769206	Q96EB6, Q80Z37, Q80TP3, Q4QY64, Q86WJ1, P27641, Q8BKX6, O75943	158	35	1414	2.0455696202531644	1.0	0.9995198325754163	74.87236647679086
GOTERM_BP_DIRECT	GO:0006281~DNA repair	7	0.7650273224043715	0.1673463511151581	Q96EB6, Q80TP3, Q86WJ1, P27641, Q8BKX6, Q96Q15, O75943	158	34	1414	1.8425167535368576	1.0	0.9999663262444561	94.3692215960412
GOTERM_BP_DIRECT	GO:0000723~telomere maintenance	3	0.32786885245901637	0.26340037632717395	P27641, Q8BKX6, Q96Q15	158	9	1414	2.983122362869198	1.0	0.9999982993894775	99.17902789456677
UP_KEYWORDS	DNA damage	8	0.8743169398907104	0.32590239437437934	Q80Z37, Q80TP3, Q4QY64, Q86WJ1, P27641, Q8BKX6, Q96Q15, O75943	172	53	1616	1.418165862220272	1.0	0.848831034097882	99.30364663167818
UP_KEYWORDS	DNA repair	5	0.546448087431694	0.7017130225631162	Q80TP3, Q86WJ1, P27641, Q8BKX6, Q96Q15	172	44	1616	1.0676532769556026	1.0	0.9783730718402613	99.99997583304061

Annotation Cluster 9	Enrichment Score: 0.6746096608902884
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Helicase	6	0.6557377049180327	0.10112702144198019	Q6NYU2, Q86WJ1, P27641, Q7L014, Q8IY37, Q3TKT4	172	24	1616	2.3488372093023258	0.9999999997103624	0.7687276759533234	73.88750901510585
UP_SEQ_FEATURE	domain:Helicase C-terminal	4	0.4371584699453552	0.1439819021606889	Q86WJ1, Q7L014, Q8IY37, Q3TKT4	151	13	1448	2.9505858380030565	1.0	0.9970507061471412	90.7563881930947
UP_SEQ_FEATURE	domain:Helicase ATP-binding	4	0.4371584699453552	0.17003276139102225	Q86WJ1, Q7L014, Q8IY37, Q3TKT4	151	14	1448	2.7398297067171242	1.0	0.9971683556978361	94.2421936542177
INTERPRO	IPR001650:Helicase, C-terminal	4	0.4371584699453552	0.23636701065270624	Q86WJ1, Q7L014, Q8IY37, Q3TKT4	166	16	1556	2.343373493975904	1.0	0.9122517376876633	97.63565549330895
INTERPRO	IPR014001:Helicase, superfamily 1/2, ATP-binding domain	4	0.4371584699453552	0.23636701065270624	Q86WJ1, Q7L014, Q8IY37, Q3TKT4	166	16	1556	2.343373493975904	1.0	0.9122517376876633	97.63565549330895
SMART	SM00487:DEXDc	4	0.4371584699453552	0.370190661435571	Q86WJ1, Q7L014, Q8IY37, Q3TKT4	114	16	836	1.8333333333333333	1.0	0.9722111552040765	99.51984731898733
SMART	SM00490:HELICc	4	0.4371584699453552	0.370190661435571	Q86WJ1, Q7L014, Q8IY37, Q3TKT4	114	16	836	1.8333333333333333	1.0	0.9722111552040765	99.51984731898733

Annotation Cluster 10	Enrichment Score: 0.63870363518379
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Serine/threonine-protein kinase	10	1.092896174863388	0.059421297257478654	Q23551, Q5ZJB4, Q05609, Q5R754, Q8BKX6, Q38997, P70531, Q96Q15, Q06486, Q86SG6	172	48	1616	1.9573643410852715	0.9999966932677702	0.6506318965102409	53.77019258400142
INTERPRO	IPR011009:Protein kinase-like domain	12	1.3114754098360655	0.08191690801889881	Q23551, Q5ZJB4, Q05609, Q5R754, A8DYP0, Q8BKX6, Q38997, P70531, Q96Q15, P09324, Q06486, Q86SG6	166	66	1556	1.704271631982475	0.999999999999996	0.7785002377914952	69.48094495723784
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	5	0.546448087431694	0.09199811036827553	Q23551, Q6QI06, Q8BKX6, Q96Q15, Q06486	158	16	1414	2.7966772151898733	1.0	0.9995419517073006	78.04258132512088
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	18	1.9672131147540985	0.0925232264352967	Q6DDU8, Q86WJ1, Q5R754, Q7L014, Q8IY37, Q38997, P70531, Q3TKT4, P09324, Q9QXL2, Q5ZJB4, Q4QY64, Q6NYU2, Q05609, Q9NU22, O75943, Q86SG6, Q06486	151	118	1448	1.4627904366371085	1.0	0.9938656268125067	77.39695825503172
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	9	0.9836065573770493	0.10653112102282124	Q3B7D5, Q23551, Q05609, Q5R754, A8DYP0, Q38997, Q96Q15, Q06486, Q86SG6	152	44	1357	1.8261064593301435	0.9999999999999984	0.9859675531028242	77.85470273475303
UP_KEYWORDS	ATP-binding	24	2.622950819672131	0.12486089301382244	Q6DDU8, Q4R550, Q86WJ1, Q7L014, Q5R754, Q8IY37, Q38997, P70531, Q5F408, Q3TKT4, P09324, Q9QXL2, Q5ZJB4, Q23551, Q4QY64, Q6NYU2, P27641, Q05609, Q9NU22, Q8BKX6, Q96Q15, O75943, Q86SG6, Q06486	172	171	1616	1.3186454508363934	0.9999999999988308	0.8013399057568332	81.35839260402578
GOTERM_MF_DIRECT	GO:0005524~ATP binding	26	2.841530054644809	0.13505077447162844	Q86WJ1, Q5R754, Q7L014, Q8IY37, Q38997, P70531, P09324, Q6P5D8, Q9QXL2, Q4QY64, Q6NYU2, Q05609, P27641, Q96Q15, Q86SG6, Q6DDU8, Q4R550, A8DYP0, Q5F408, Q3TKT4, Q5ZJB4, Q23551, Q9NU22, Q8BKX6, O75943, Q06486	152	181	1357	1.2824222157603955	1.0	0.9743543915551799	85.65413570100037
INTERPRO	IPR017441:Protein kinase, ATP binding site	8	0.8743169398907104	0.16289302986912063	Q23551, Q5ZJB4, Q05609, Q5R754, Q38997, P09324, Q06486, Q86SG6	166	43	1556	1.743905855982068	1.0	0.8841971849796252	91.5332003381334
INTERPRO	IPR008271:Serine/threonine-protein kinase, active site	7	0.7650273224043715	0.19113562180924598	Q23551, Q5ZJB4, Q05609, Q5R754, Q38997, Q06486, Q86SG6	166	37	1556	1.773363725170954	1.0	0.898350587596365	94.74295486481009
UP_KEYWORDS	Kinase	12	1.3114754098360655	0.2306555089282969	Q23551, Q5ZJB4, Q05609, Q5R754, Q8BKX6, Q38997, P70531, Q15750, Q96Q15, P09324, Q06486, Q86SG6	172	81	1616	1.3919035314384152	1.0	0.8249126902903047	96.32094647419865
INTERPRO	IPR000719:Protein kinase, catalytic domain	9	0.9836065573770493	0.2514725265203528	Q23551, Q5ZJB4, Q05609, Q5R754, A8DYP0, Q38997, P09324, Q06486, Q86SG6	166	57	1556	1.4800253646163601	1.0	0.9177016318478749	98.2084831752886
UP_KEYWORDS	Nucleotide-binding	26	2.841530054644809	0.28631905070222174	Q86WJ1, Q5R754, Q7L014, Q8IY37, Q38997, P70531, P09324, Q5ZM73, Q9QXL2, Q4QY64, Q05609, P27641, Q6NYU2, Q96Q15, Q86SG6, Q12829, Q6DDU8, Q4R550, Q5F408, Q3TKT4, Q23551, Q5ZJB4, Q9NU22, Q8BKX6, O75943, Q06486	172	210	1616	1.1632336655592468	1.0	0.8471117178903567	98.57130073876289
GOTERM_MF_DIRECT	GO:0004674~protein serine/threonine kinase activity	7	0.7650273224043715	0.34285542692245796	Q23551, Q05609, Q8BKX6, Q38997, Q96Q15, Q06486, Q86SG6	152	43	1357	1.4533353733170133	1.0	0.9969189860940998	99.6371708773958
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	15	1.639344262295082	0.3549886552097803	Q6DDU8, Q12829, Q2IA00, Q86WJ1, Q7L014, Q8IY37, Q3TKT4, Q99KF0, Q5ZM73, Q9QXL2, Q4QY64, Q6NYU2, Q9NU22, Q9R095, O75943	166	117	1556	1.2017299969107198	1.0	0.9732133918212762	99.77321720848451
UP_SEQ_FEATURE	active site:Proton acceptor	10	1.092896174863388	0.3564338364713503	Q96EB6, A8DZE7, Q5ZJB4, Q5R9W5, Q05609, Q5R754, Q38997, P09324, Q06486, Q86SG6	151	74	1448	1.2958654018256668	1.0	0.9999345914188026	99.88298993226168
UP_SEQ_FEATURE	binding site:ATP	8	0.8743169398907104	0.4125236485207239	Q5ZJB4, Q05609, Q5R754, Q38997, Q5F408, P09324, Q06486, Q86SG6	151	59	1448	1.300258165899652	1.0	0.9999782056200959	99.97105142586635
UP_KEYWORDS	Transferase	25	2.73224043715847	0.48025889627488383	A7XDQ9, Q8IZ69, O95749, P12276, Q5PQN1, Q5R754, P70531, Q38997, Q04446, Q15750, P09324, P56966, Q80TP3, Q23551, Q5ZJB4, Q8WYB5, Q05609, Q8BKX6, B4NKI9, A9JTP3, Q6VNB8, Q96Q15, Q6DC04, Q86SG6, Q06486	172	221	1616	1.062822266652636	1.0	0.9325405641166595	99.97367017687272
SMART	SM00220:S_TKc	7	0.7650273224043715	0.48679863364034237	Q23551, Q5ZJB4, Q05609, Q5R754, Q38997, Q06486, Q86SG6	114	41	836	1.2520325203252032	1.0	0.9922944231092466	99.95485951746485
UP_SEQ_FEATURE	domain:Protein kinase	7	0.7650273224043715	0.494284132269196	Q5ZJB4, Q05609, Q5R754, Q38997, P09324, Q06486, Q86SG6	151	54	1448	1.2430708854549914	1.0	0.999994942155998	99.9970843265979
GOTERM_MF_DIRECT	GO:0016301~kinase activity	5	0.546448087431694	0.6473956398936076	Q23551, Q05609, Q8BKX6, Q15750, Q06486	152	39	1357	1.1445681511470984	1.0	0.9999302927784017	99.99991265926309
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	6	0.6557377049180327	0.7502483503856718	Q3B7D5, Q23551, A8DYP0, Q38997, Q06486, Q86SG6	158	55	1414	0.976294591484465	1.0	0.9999999999969775	99.99999996569096

Annotation Cluster 11	Enrichment Score: 0.6151907394439349
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR011993:Pleckstrin homology-like domain	6	0.6557377049180327	0.1677853452141698	Q54KA7, Q8CI95, P35570, Q9Y2H5, A8DYP0, Q6VNB8	166	28	1556	2.008605851979346	1.0	0.8846118546839488	92.19504265705264
INTERPRO	IPR001849:Pleckstrin homology domain	4	0.4371584699453552	0.17880797686597943	Q54KA7, Q8CI95, P35570, Q9Y2H5	166	14	1556	2.6781411359724614	1.0	0.8873947514841131	93.51424611064203
SMART	SM00233:PH	4	0.4371584699453552	0.29092207755185656	Q54KA7, Q8CI95, P35570, Q9Y2H5	114	14	836	2.095238095238095	1.0	0.9524034903754329	98.11245328912183
UP_SEQ_FEATURE	domain:PH	3	0.32786885245901637	0.3965696251048856	Q8CI95, P35570, Q9Y2H5	151	13	1448	2.2129393785022926	1.0	0.9999713797660668	99.9563617181365

Annotation Cluster 12	Enrichment Score: 0.587402288117774
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:WD 7	6	0.6557377049180327	0.12326202083507098	Q8IV35, Q9QXL2, Q5F3X8, Q8K4Q0, Q4V8C4, Q8K4K5	151	26	1448	2.2129393785022926	1.0	0.9956986200232395	86.66670840769271
UP_SEQ_FEATURE	repeat:WD 5	8	0.8743169398907104	0.13592345960027508	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, P55884, Q4V8C4, Q8K4K5	151	42	1448	1.826553137811416	1.0	0.9968133847490568	89.32984699833094
UP_SEQ_FEATURE	repeat:WD 4	8	0.8743169398907104	0.17683512530156703	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, P55884, Q4V8C4, Q8K4K5	151	45	1448	1.7047829286239882	1.0	0.9972340051644223	94.92410898720216
INTERPRO	IPR017986:WD40-repeat-containing domain	10	1.092896174863388	0.2034511981114056	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, O42249, P55884, Q4V8C4, Q8K4K5, Q9UPZ3	166	62	1556	1.5118538670812283	1.0	0.90794125514505	95.75171784278848
UP_SEQ_FEATURE	repeat:WD 6	6	0.6557377049180327	0.21150489151792246	Q8IV35, Q9QXL2, Q5F3X8, Q8K4Q0, Q4V8C4, Q8K4K5	151	31	1448	1.8560136722922453	1.0	0.9987430591299067	97.37414369376685
INTERPRO	IPR015943:WD40/YVTN repeat-like-containing domain	10	1.092896174863388	0.21703352795765526	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, O42249, P55884, Q4V8C4, Q8K4K5, Q9UPZ3	166	63	1556	1.4878561866513675	1.0	0.9012703687773649	96.65424556820743
INTERPRO	IPR019775:WD40 repeat, conserved site	6	0.6557377049180327	0.22585027484882392	Q8IV35, Q9QXL2, Q6VNB8, O42249, Q4V8C4, Q8K4K5	166	31	1556	1.8142246404974738	1.0	0.906037529101139	97.14110088870014
UP_KEYWORDS	WD repeat	9	0.9836065573770493	0.2343721363264754	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, O42249, P55884, Q4V8C4, Q8K4K5	172	56	1616	1.5099667774086378	1.0	0.8207892160305894	96.53862901194292
UP_SEQ_FEATURE	repeat:WD 3	8	0.8743169398907104	0.27155487485054974	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, P55884, Q4V8C4, Q8K4K5	151	51	1448	1.504220231138813	1.0	0.9997544101183179	99.21957127627591
UP_SEQ_FEATURE	repeat:WD 2	8	0.8743169398907104	0.3058667473781962	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, P55884, Q4V8C4, Q8K4K5	151	53	1448	1.4474572035486695	1.0	0.9998345555481242	99.62728138398572
UP_SEQ_FEATURE	repeat:WD 1	8	0.8743169398907104	0.3058667473781962	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, P55884, Q4V8C4, Q8K4K5	151	53	1448	1.4474572035486695	1.0	0.9998345555481242	99.62728138398572
INTERPRO	IPR001680:WD40 repeat	8	0.8743169398907104	0.3641981960373605	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, O42249, Q4V8C4, Q8K4K5	166	55	1556	1.3634173055859802	1.0	0.9742851383102004	99.81426987673039
SMART	SM00320:WD40	8	0.8743169398907104	0.6339449629448715	Q8IV35, Q9QXL2, Q5F3X8, Q6VNB8, Q8K4Q0, O42249, Q4V8C4, Q8K4K5	114	55	836	1.0666666666666667	1.0	0.9980321698913689	99.9990878238896
INTERPRO	IPR020472:G-protein beta WD-40 repeat	3	0.32786885245901637	0.6955528746427198	Q8IV35, O42249, Q4V8C4	166	22	1556	1.2782037239868564	1.0	0.9998344545904493	99.99999327129392

Annotation Cluster 13	Enrichment Score: 0.5768359204255031
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	3	0.32786885245901637	0.05764527318333358	O95487, Q5F3X8, P53992	157	4	1477	7.055732484076433	0.9999986790504448	0.9890277571585693	53.23951566169445
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	8	0.8743169398907104	0.25408080664494165	O95487, Q3UR85, Q8K2W3, Q9UUH0, Q05609, Q5F3X8, Q80TE7, P53992	157	49	1477	1.5359417652411282	1.0	0.9941492745575492	97.65506138313341
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	8	0.8743169398907104	0.25408080664494165	Q12829, O95487, Q80TP3, P28828, Q5F3X8, P53992, P28827, Q06486	157	49	1477	1.5359417652411282	1.0	0.9941492745575492	97.65506138313341
UP_KEYWORDS	ER-Golgi transport	3	0.32786885245901637	0.3274930551143232	O95487, Q5F3X8, P53992	172	11	1616	2.5623678646934462	1.0	0.8439342435108534	99.32406105517353
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	3	0.32786885245901637	0.39171073357512015	O95487, Q9UUH0, P53992	158	12	1414	2.2373417721518987	1.0	0.99999986808013	99.95939604667704
UP_KEYWORDS	Endoplasmic reticulum	8	0.8743169398907104	0.7246186204815604	O95487, Q3UR85, Q8K2W3, Q9UUH0, Q5F3X8, O75581, P53992, Q91W90	172	77	1616	0.9761401389308366	1.0	0.9821385383713136	99.99999116528743

Annotation Cluster 14	Enrichment Score: 0.47290031384947784
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	8	0.8743169398907104	0.023658308740738297	P0C8Z3, Q3UR85, Q80Z37, Q8WYB5, O35261, O75581, P91943, Q3TKT4	158	27	1414	2.6516643225503986	0.9999999998853553	0.9995142069072567	31.347817042022964
UP_KEYWORDS	Chromatin regulator	8	0.8743169398907104	0.038405662857775066	P0C8Z3, Q8WYB5, B4NKI9, Q6N021, Q15906, E1C2V1, Q6DC04, Q3TKT4	172	31	1616	2.4246061515378843	0.9996864326749595	0.6841536745127874	38.93539972460155
UP_KEYWORDS	Activator	10	1.092896174863388	0.10890828573336434	Q8NI08, P0C8Z3, Q3UR85, Q8WYB5, P27641, O35261, P91943, Q9GPH3, Q3TKT4, O70230	172	54	1616	1.7398794142980187	0.9999999999516924	0.7734046621844723	76.5958940956244
