"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product"
"4267","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468996.1","A2ASS6","TITIN_MOUSE",0.73,"hemicentin-1-like"
"4268","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468996.1","A2ASS6","TITIN_MOUSE",0.053,"hemicentin-1-like"
"4269","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468996.1","A2ASS6","TITIN_MOUSE",1.4,"hemicentin-1-like"
"4270","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",6e-94,"hemicentin-1-like"
"4271","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.49,"hemicentin-1-like"
"4272","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.13,"hemicentin-1-like"
"4273","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.032,"hemicentin-1-like"
"4274","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.028,"hemicentin-1-like"
"4275","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.014,"hemicentin-1-like"
"4276","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.006,"hemicentin-1-like"
"4277","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.005,"hemicentin-1-like"
"4278","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like"
"4279","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",4.5,"hemicentin-1-like"
"4280","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.001,"hemicentin-1-like"
"4281","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.054,"hemicentin-1-like"
"4282","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",0.008,"hemicentin-1-like"
"4283","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",4e-89,"hemicentin-1-like"
"4284","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",5.4,"hemicentin-1-like"
"4285","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.002,"hemicentin-1-like"
"4286","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",1.5,"hemicentin-1-like"
"4287","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",5.4,"hemicentin-1-like"
"4288","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1.5,"hemicentin-1-like"
"4289","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",2.5,"hemicentin-1-like"
"4290","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",2e-61,"hemicentin-1-like"
"4291","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",2e-06,"hemicentin-1-like"
"4292","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",9.4,"hemicentin-1-like"
"4293","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",2e-69,"hemicentin-1-like"
"4294","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-51,"hemicentin-1-like"
"4295","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",9.1,"hemicentin-1-like"
"4296","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",1e-22,"hemicentin-1-like"
"4297","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",1.3,"hemicentin-1-like"
"4298","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",0.021,"hemicentin-1-like"
"4299","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",0.52,"hemicentin-1-like"
"4300","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1.2,"hemicentin-1-like"
"4301","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",4e-21,"hemicentin-1-like"
"4302","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",1.3,"hemicentin-1-like"
"4303","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",3e-52,"hemicentin-1-like"
"4304","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",0.007,"hemicentin-1-like"
"4305","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",3.8,"hemicentin-1-like"
"4306","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",2e-19,"hemicentin-1-like"
"4307","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",9.3,"hemicentin-1-like"
"4308","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469016.1","A2ASS6","TITIN_MOUSE",3.9,"hemicentin-1-like"
"4309","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",0.028,"hemicentin-1-like"
"4310","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",4e-87,"hemicentin-1-like"
"4311","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",0.061,"hemicentin-1-like"
"4312","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like"
"4313","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",6e-04,"hemicentin-1-like"
"4314","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",6e-27,"hemicentin-1-like"
"4315","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469022.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like"
"4316","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",3e-18,"hemicentin-1-like"
"4317","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",7.7,"hemicentin-1-like"
"4318","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",5e-24,"hemicentin-1-like"
"4319","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",3.6,"hemicentin-1-like"
"4320","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",1.3,"hemicentin-1-like"
"4321","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469017.1","Q8WZ42","TITIN_HUMAN",0.063,"hemicentin-1-like"
"4322","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469016.1","A2ASS6","TITIN_MOUSE",5,"hemicentin-1-like"
"4323","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469016.1","A2ASS6","TITIN_MOUSE",1e-36,"hemicentin-1-like"
"4324","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like"
"4325","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",6e-06,"hemicentin-1-like"
"4326","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",0.002,"hemicentin-1-like"
"4327","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",1e-07,"hemicentin-1-like"
"4328","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",1e-06,"hemicentin-1-like"
"4329","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",0.061,"hemicentin-1-like"
"4330","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",1.1,"hemicentin-1-like"
"4331","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468996.1","A2ASS6","TITIN_MOUSE",6e-64,"hemicentin-1-like"
"4332","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",2.2,"hemicentin-1-like"
"4333","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",2,"hemicentin-1-like"
"4334","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",2e-10,"hemicentin-1-like"
"4335","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",1.2,"hemicentin-1-like"
"4336","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",0.001,"hemicentin-1-like"
"4337","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",3e-89,"hemicentin-1-like"
"4338","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",1e-69,"hemicentin-1-like"
"4339","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",3e-102,"hemicentin-1-like"
"4340","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",2.5,"hemicentin-1-like"
"4341","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",0.016,"hemicentin-1-like"
"4342","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",0.75,"hemicentin-1-like"
"4343","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1e-04,"hemicentin-1-like"
"4344","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",0.007,"hemicentin-1-like"
"4345","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",5e-91,"hemicentin-1-like"
"4346","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",0.022,"hemicentin-1-like"
"4347","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",1.6,"hemicentin-1-like"
"4348","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",1.3,"hemicentin-1-like"
"4349","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",1e-38,"hemicentin-1-like"
"4350","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",4,"hemicentin-1-like"
"4351","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",0.055,"hemicentin-1-like"
"4352","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",3.5,"hemicentin-1-like"
"4353","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",6e-89,"hemicentin-1-like"
"4354","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",0.051,"hemicentin-1-like"
"4355","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like"
"4356","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",1e-05,"hemicentin-1-like"
"4357","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like"
"4358","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like"
"4359","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",6e-89,"hemicentin-1-like"
"4360","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",2e-55,"hemicentin-1-like"
"4361","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",1e-69,"hemicentin-1-like"
"4362","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",3e-63,"hemicentin-1-like"
"4363","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",9.4,"hemicentin-1-like"
"4364","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",8e-91,"hemicentin-1-like"
"4365","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.01,"hemicentin-1-like"
"4366","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",0.01,"hemicentin-1-like"
"4367","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1.1,"hemicentin-1-like"
"4368","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1.5,"hemicentin-1-like"
"4369","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",0.001,"hemicentin-1-like"
"4370","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469026.1","A2ASS6","TITIN_MOUSE",4,"hemicentin-1-like"
"4371","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",4.3,"hemicentin-1-like"
"4372","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469017.1","Q8WZ42","TITIN_HUMAN",0.04,"hemicentin-1-like"
"4373","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469017.1","Q8WZ42","TITIN_HUMAN",1.1,"hemicentin-1-like"
"4374","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469017.1","Q8WZ42","TITIN_HUMAN",0.68,"hemicentin-1-like"
"4375","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",2.5,"hemicentin-1-like"
