"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product"
"286","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",3.8,"uncharacterized LOC111130701"
"287","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.009,"uncharacterized LOC111130701"
"288","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",2e-06,"uncharacterized LOC111130701"
"289","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",4e-07,"uncharacterized LOC111130701"
"290","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",2e-07,"uncharacterized LOC111130701"
"291","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.038,"uncharacterized LOC111130701"
"292","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",5.3,"uncharacterized LOC111130701"
"293","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.034,"uncharacterized LOC111130701"
"294","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",2e-09,"uncharacterized LOC111130701"
"295","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.98,"uncharacterized LOC111130701"
"296","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.13,"uncharacterized LOC111130701"
"297","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",1.3,"uncharacterized LOC111130701"
"298","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",4e-10,"uncharacterized LOC111130701"
"299","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",2e-10,"uncharacterized LOC111130701"
"300","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",1.6,"uncharacterized LOC111130701"
"301","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.29,"uncharacterized LOC111130701"
"302","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.39,"uncharacterized LOC111130701"
"303","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.001,"uncharacterized LOC111130701"
"304","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",9e-11,"uncharacterized LOC111130701"
"305","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",5.4,"uncharacterized LOC111130701"
"306","NC_035783.1",36262748,36262748,57.3809523809524,"+",1.31386909689672e-17,8.49436983262407e-16,36261736,36262822,36240650,36287176,"111130701",36240650,36287176,"XM_022477901.1","Q8VBX6","MPDZ_MOUSE",0.38,"uncharacterized LOC111130701"
"307","NC_035783.1",42295608,42295608,-51.5522875816994,"+",3.37831713253877e-41,2.62572494197419e-38,42295590,42296277,42292989,42298521,"111130378",42292989,42298521,"XM_022477399.1","Q66KE9","F161A_XENLA",2e-34,"protein FAM161A-like"
"308","NC_035783.1",46125339,46125339,51.7758631376681,"+",4.32890841528329e-29,1.08002110958293e-26,46124927,46126966,45940856,46144490,"111127729",45940856,46144457,"XM_022472962.1","Q9YHY6","CND1_XENLA",0,"condensin complex subunit 1-like"
"309","NC_035783.1",46125339,46125339,51.7758631376681,"+",4.32890841528329e-29,1.08002110958293e-26,46124927,46126966,45940856,46144490,"111127729",45940856,46144490,"XM_022472961.1","Q9YHY6","CND1_XENLA",0,"condensin complex subunit 1-like"
"310","NC_035783.1",46125339,46125339,51.7758631376681,"+",4.32890841528329e-29,1.08002110958293e-26,46124927,46126966,45940856,46144490,"111127729",45940856,46144490,"XM_022472963.1","Q9YHY6","CND1_XENLA",0,"condensin complex subunit 1-like"
"311","NC_035783.1",47273230,47273230,56.7901322236582,"+",5.17200654480188e-61,2.15061000427039e-57,47263911,47279727,47263571,47299833,"111130887",47263571,47299833,"XM_022478155.1","Q8T3B9","SEM2_CAEEL",8,"uncharacterized LOC111130887"
"312","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476708.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like"
"313","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476713.1","Q8IVE3","PKHH2_HUMAN",4e-20,"pleckstrin homology domain-containing family H member 1-like"
"314","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476708.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like"
"315","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48401852,48467690,"XM_022476709.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like"
"316","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48408670,48467690,"XM_022476714.1","Q8IVE3","PKHH2_HUMAN",0,"pleckstrin homology domain-containing family H member 1-like"
"317","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48408670,48467690,"XM_022476714.1","Q8IVE3","PKHH2_HUMAN",1e-08,"pleckstrin homology domain-containing family H member 1-like"
"318","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398850,48467690,"XM_022476713.1","Q8IVE3","PKHH2_HUMAN",0,"pleckstrin homology domain-containing family H member 1-like"
"319","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48401852,48467690,"XM_022476709.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like"
"320","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48422316,48467690,"XM_022476715.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like"
"321","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398662,48467690,"XM_022476711.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like"
"322","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48398662,48467690,"XM_022476711.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like"
"323","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48404012,48467690,"XM_022476712.1","Q00IB7","PKHH1_DANRE",0,"pleckstrin homology domain-containing family H member 1-like"
"324","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48422316,48467690,"XM_022476715.1","Q00IB7","PKHH1_DANRE",3e-07,"pleckstrin homology domain-containing family H member 1-like"
"325","NC_035783.1",48434287,48434287,-53.4230944774076,"+",3.55123914593024e-41,2.75155307255352e-38,48433949,48437144,48398662,48467690,"111130052",48404012,48467690,"XM_022476712.1","Q00IB7","PKHH1_DANRE",4e-22,"pleckstrin homology domain-containing family H member 1-like"
"326","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",3e-08,"uncharacterized LOC111129310"
"327","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",1e-32,"uncharacterized LOC111129310"
"328","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",5e-30,"uncharacterized LOC111129310"
"329","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",7e-16,"uncharacterized LOC111129310"
"330","NC_035783.1",49079097,49079097,-50.7701692847339,"+",3.39956632997307e-11,8.80015747278619e-10,49076438,49079111,49066339,49113886,"111129310",49066339,49113886,"XM_022475599.1","Q9FN03","UVR8_ARATH",2e-04,"uncharacterized LOC111129310"
"331","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"332","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"333","NC_035783.1",57925336,57925336,-58.8673621460507,"+",1.35130556493852e-32,4.92171929019791e-30,57925319,57925967,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"334","NC_035783.1",57926773,57926773,65.9069325735992,"+",2.18565558787661e-24,3.22471966713485e-22,57926423,57927007,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"335","NC_035783.1",57926773,57926773,65.9069325735992,"+",2.18565558787661e-24,3.22471966713485e-22,57926423,57927007,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"336","NC_035783.1",57926773,57926773,65.9069325735992,"+",2.18565558787661e-24,3.22471966713485e-22,57926423,57927007,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"337","NC_035783.1",57931741,57931741,50.830889540567,"+",4.75707646943025e-13,1.64588119596346e-11,57931499,57931841,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-150,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"338","NC_035783.1",57931741,57931741,50.830889540567,"+",4.75707646943025e-13,1.64588119596346e-11,57931499,57931841,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",2e-40,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"339","NC_035783.1",57931741,57931741,50.830889540567,"+",4.75707646943025e-13,1.64588119596346e-11,57931499,57931841,57906897,57934776,"111128972",57906897,57934776,"XM_022474953.1","Q9BY12","SCAPE_HUMAN",1e-10,"S phase cyclin A-associated protein in the endoplasmic reticulum-like"
"340","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like"
"341","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like"
"342","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like"
"343","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like"
"344","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like"
"345","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",2e-21,"kinase suppressor of Ras 2-like"
"346","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like"
"347","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",6e-21,"kinase suppressor of Ras 2-like"
"348","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like"
"349","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937875,"XM_022489258.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like"
"350","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like"
"351","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",2e-101,"kinase suppressor of Ras 2-like"
"352","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489254.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like"
"353","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",1e-101,"kinase suppressor of Ras 2-like"
"354","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",4e-102,"kinase suppressor of Ras 2-like"
"355","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1914509,1937875,"XM_022489256.1","Q6VAB6","KSR2_HUMAN",1e-05,"kinase suppressor of Ras 2-like"
"356","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937876,"XM_022489257.1","Q6VAB6","KSR2_HUMAN",5e-06,"kinase suppressor of Ras 2-like"
"357","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",0.004,"kinase suppressor of Ras 2-like"
"358","NC_035784.1",1924234,1924234,-53.0829800121139,"+",3.18566788562966e-19,2.53038385203528e-17,1923871,1924385,1914509,1937877,"111137677",1917916,1937877,"XM_022489255.1","Q6VAB6","KSR2_HUMAN",1e-04,"kinase suppressor of Ras 2-like"
"359","NC_035784.1",2256855,2256855,-52.3361823361823,"+",2.97995735512638e-19,2.37682469486462e-17,2256331,2256874,2253035,2264233,"111099063",2253035,2264233,"XM_022430411.1","Q9D787","PPIL2_MOUSE",0,"peptidyl-prolyl cis-trans isomerase-like 2"
"360","NC_035784.1",3040123,3040123,50.1308933790825,"+",1.89459273127565e-24,2.81526328777828e-22,3039327,3042931,3032735,3044262,"111132180",3032735,3044262,"XM_022479951.1","Q5XLR4","BORE1_DANRE",1e-04,"borealin-like"
"361","NC_035784.1",3631156,3631156,50.0674763832659,"+",2.51411925232572e-17,1.56499158699726e-15,3630577,3632230,3628344,3666492,"111134275",3628344,3666492,"XM_022483175.1","E9PVA8","GCN1_MOUSE",0,"eIF-2-alpha kinase activator GCN1-like"
"362","NC_035784.1",5236071,5236071,-53.4495021337127,"+",1.44925262523772e-11,3.99000908218026e-10,5234342,5236597,5220554,5236667,"111135974",5220554,5236667,"XM_022486485.1","Q9CY21","BUD23_MOUSE",4e-120,"probable 18S rRNA (guanine-N(7))-methyltransferase"
"363","NC_035784.1",7656221,7656221,54.654295532646,"+",9.32057002554508e-41,6.94147098973169e-38,7656204,7656288,7621973,7657566,"111136911",7621973,7657566,"XM_022488079.1","Q8N653","LZTR1_HUMAN",0,"uncharacterized LOC111136911"
"364","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8330960,8333795,8329867,8338603,"111135544",8329867,8338601,"XM_022485697.1","Q99M15","PPIP2_MOUSE",1e-26,"proline-serine-threonine phosphatase-interacting protein 2-like"
"365","NC_035784.1",8331781,8331781,-51.0925855753442,"+",4.39992828947472e-13,1.53159419375145e-11,8330960,8333795,8329867,8338603,"111135544",8329867,8338603,"XM_022485696.1","P97814","PPIP1_MOUSE",3e-28,"proline-serine-threonine phosphatase-interacting protein 2-like"
"366","NC_035784.1",9477060,9477060,-55.049610205528,"+",4.38701300748891e-12,1.30985836257649e-10,9476297,9477686,9471691,9477988,"111133503",9471691,9477988,"XM_022481955.1","Q9CPU4","MGST3_MOUSE",2e-36,"microsomal glutathione S-transferase 3-like"
"367","NC_035784.1",10016145,10016145,-56.6869918699187,"+",2.56931841719217e-38,1.57498842755215e-35,10016129,10016463,9998359,10021473,"111099097",10002512,10021473,"XM_022430459.1","Q8IZ69","TRM2A_HUMAN",1e-167,"tRNA (uracil-5-)-methyltransferase homolog A-like"
"368","NC_035784.1",10016145,10016145,-56.6869918699187,"+",2.56931841719217e-38,1.57498842755215e-35,10016129,10016463,9998359,10021473,"111099097",9998635,10021473,"XM_022430460.1","Q8IZ69","TRM2A_HUMAN",5e-168,"tRNA (uracil-5-)-methyltransferase homolog A-like"
"369","NC_035784.1",10016145,10016145,-56.6869918699187,"+",2.56931841719217e-38,1.57498842755215e-35,10016129,10016463,9998359,10021473,"111099097",9998359,10021473,"XM_022430457.1","Q8IZ69","TRM2A_HUMAN",8e-168,"tRNA (uracil-5-)-methyltransferase homolog A-like"
"370","NC_035784.1",14145240,14145240,54.649947753396,"+",4.1025449654353e-10,8.76173258877228e-09,14134753,14148379,14132625,14151327,"111137332",14148380,14151327,"XM_022488767.1","Q7T3C6","CPSF5_DANRE",2e-124,"cleavage and polyadenylation specificity factor subunit 5-like"
"371","NC_035784.1",14145240,14145240,54.649947753396,"+",4.1025449654353e-10,8.76173258877228e-09,14134753,14148379,14132625,14151327,"111137332",14132625,14151327,"XM_022488765.1","Q7T3C6","CPSF5_DANRE",3e-120,"cleavage and polyadenylation specificity factor subunit 5-like"
"372","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-48,"uncharacterized LOC111134058"
"373","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",3e-20,"uncharacterized LOC111134058"
"374","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-82,"uncharacterized LOC111134058"
"375","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",8e-06,"uncharacterized LOC111134058"
"376","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",9e-13,"uncharacterized LOC111134058"
"377","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",4e-12,"uncharacterized LOC111134058"
"378","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",7e-63,"uncharacterized LOC111134058"
"379","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-62,"uncharacterized LOC111134058"
"380","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",2e-28,"uncharacterized LOC111134058"
"381","NC_035784.1",14247056,14247056,-59.9587912087912,"+",1.03941439629074e-20,9.89030959938937e-19,14245389,14247527,14218676,14257154,"111134058",14218676,14257154,"XM_022482847.1","A2AX52","CO6A4_MOUSE",1e-19,"uncharacterized LOC111134058"
"382","NC_035784.1",14259081,14259081,-50.899209486166,"+",1.60774967194255e-25,2.67947972778071e-23,14257503,14262619,14257287,14271513,"111134057",14257287,14271513,"XM_022482846.1","C1CG43","TRPF_STRZJ",0.074,"uncharacterized LOC111134057"
"383","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417642,"XM_022479774.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099"
"384","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479770.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099"
"385","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21416007,"XM_022479771.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099"
"386","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479773.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099"
"387","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417642,"XM_022479775.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099"
"388","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417659,"XM_022479772.1","B1GYP6","Y656_UNCTG",1.3,"uncharacterized LOC111132099"
"389","NC_035784.1",21410058,21410058,-59.0329835082459,"+",5.9124420810123e-19,4.53457597189438e-17,21407845,21410337,21396586,21417659,"111132099",21396586,21417642,"XM_022479776.1","B1GYP6","Y656_UNCTG",1.1,"uncharacterized LOC111132099"
