"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product"
"1908","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1,"hemicentin-1-like"
"1909","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-05,"hemicentin-1-like"
"1910","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3.7,"hemicentin-1-like"
"1911","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",9.1,"hemicentin-1-like"
"1912","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.002,"hemicentin-1-like"
"1913","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.027,"hemicentin-1-like"
"1914","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.015,"hemicentin-1-like"
"1915","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.03,"hemicentin-1-like"
"1916","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-04,"hemicentin-1-like"
"1917","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.11,"hemicentin-1-like"
"1918","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-06,"hemicentin-1-like"
"1919","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-05,"hemicentin-1-like"
"1920","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-06,"hemicentin-1-like"
"1921","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-07,"hemicentin-1-like"
"1922","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4.2,"hemicentin-1-like"
"1923","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.55,"hemicentin-1-like"
"1924","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",7,"hemicentin-1-like"
"1925","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.008,"hemicentin-1-like"
"1926","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.002,"hemicentin-1-like"
"1927","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.011,"hemicentin-1-like"
"1928","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1.2,"hemicentin-1-like"
"1929","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",6e-04,"hemicentin-1-like"
"1930","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.3,"hemicentin-1-like"
"1931","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.1,"hemicentin-1-like"
"1932","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.49,"hemicentin-1-like"
"1933","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1.2,"hemicentin-1-like"
"1934","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.005,"hemicentin-1-like"
"1935","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.87,"hemicentin-1-like"
"1936","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.14,"hemicentin-1-like"
"1937","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.64,"hemicentin-1-like"
"1938","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.31,"hemicentin-1-like"
"1939","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",6,"hemicentin-1-like"
"1940","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.003,"hemicentin-1-like"
"1941","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.091,"hemicentin-1-like"
"1942","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.89,"hemicentin-1-like"
"1943","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",8.1,"hemicentin-1-like"
"1944","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3.9,"hemicentin-1-like"
"1945","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",5.3,"hemicentin-1-like"
"1946","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.01,"hemicentin-1-like"
"1947","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4.2,"hemicentin-1-like"
"1948","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.72,"hemicentin-1-like"
"1949","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.51,"hemicentin-1-like"
"1950","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.18,"hemicentin-1-like"
"1951","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4,"hemicentin-1-like"
"1952","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.24,"hemicentin-1-like"
"1953","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.006,"hemicentin-1-like"
"1954","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3.7,"hemicentin-1-like"
"1955","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.31,"hemicentin-1-like"
"1956","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",8.4,"hemicentin-1-like"
"1957","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.005,"hemicentin-1-like"
"1958","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4,"hemicentin-1-like"
"1959","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.003,"hemicentin-1-like"
"1960","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",7.9,"hemicentin-1-like"
"1961","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",7.3,"hemicentin-1-like"
"1962","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",9.4,"hemicentin-1-like"
"1963","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.68,"hemicentin-1-like"
"1964","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-34,"hemicentin-1-like"
"1965","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2,"hemicentin-1-like"
"1966","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.021,"hemicentin-1-like"
"1967","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-55,"hemicentin-1-like"
"1968","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-88,"hemicentin-1-like"
"1969","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-34,"hemicentin-1-like"
"1970","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-94,"hemicentin-1-like"
"1971","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2.2,"hemicentin-1-like"
"1972","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3.4,"hemicentin-1-like"
"1973","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3.3,"hemicentin-1-like"
"1974","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",5e-40,"hemicentin-1-like"
"1975","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",6e-70,"hemicentin-1-like"
"1976","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-49,"hemicentin-1-like"
"1977","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2.5,"hemicentin-1-like"
"1978","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2,"hemicentin-1-like"
"1979","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-38,"hemicentin-1-like"
"1980","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-89,"hemicentin-1-like"
"1981","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like"
"1982","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2.8,"hemicentin-1-like"
"1983","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-10,"hemicentin-1-like"
"1984","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1.9,"hemicentin-1-like"
"1985","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1e-52,"hemicentin-1-like"
"1986","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.088,"hemicentin-1-like"
"1987","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4e-49,"hemicentin-1-like"
"1988","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.049,"hemicentin-1-like"
"1989","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",6e-06,"hemicentin-1-like"
"1990","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2.5,"hemicentin-1-like"
"1991","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.006,"hemicentin-1-like"
"1992","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",5e-25,"hemicentin-1-like"
"1993","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",9e-21,"hemicentin-1-like"
"1994","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2.9,"hemicentin-1-like"
"1995","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.067,"hemicentin-1-like"
"1996","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4e-91,"hemicentin-1-like"
"1997","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.032,"hemicentin-1-like"
"1998","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.065,"hemicentin-1-like"
"1999","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",5e-51,"hemicentin-1-like"
"2000","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.052,"hemicentin-1-like"
"2001","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-64,"hemicentin-1-like"
"2002","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.015,"hemicentin-1-like"
"2003","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-27,"hemicentin-1-like"
"2004","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",1.4,"hemicentin-1-like"
"2005","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",7e-29,"hemicentin-1-like"
"2006","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like"
"2007","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",4e-31,"hemicentin-1-like"
"2008","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.95,"hemicentin-1-like"
"2009","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2.5,"hemicentin-1-like"
"2010","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.12,"hemicentin-1-like"
"2011","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.061,"hemicentin-1-like"
"2012","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",0.079,"hemicentin-1-like"
"2013","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,0,"NC_035782.1",15129491,15184149,"111125330",15129491,15184003,"XM_022469021.1","A2ASS6","TITIN_MOUSE",2e-61,"hemicentin-1-like"
