"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product"
"1444","NC_035781.1",59590230,59590230,51.3275323516287,"+",2.65723789691482e-18,1.88179209915626e-16,0,"NC_035781.1",59566969,59596465,"111119485",59566969,59596465,"XM_022459685.1","Q4QY64","ATAD5_MOUSE",5e-05,"ATPase family AAA domain-containing protein 5-like"
"1445","NC_035781.1",59590230,59590230,51.3275323516287,"+",2.65723789691482e-18,1.88179209915626e-16,0,"NC_035781.1",59566969,59596465,"111119485",59566986,59596465,"XM_022459684.1","Q4QY64","ATAD5_MOUSE",9e-62,"ATPase family AAA domain-containing protein 5-like"
"1446","NC_035781.1",59590230,59590230,51.3275323516287,"+",2.65723789691482e-18,1.88179209915626e-16,0,"NC_035781.1",59566969,59596465,"111119485",59566986,59596465,"XM_022459684.1","Q4QY64","ATAD5_MOUSE",4e-05,"ATPase family AAA domain-containing protein 5-like"
"1452","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59711508,"XM_022462545.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"1453","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59705615,"XM_022462548.1","P22311","PU91_BRACO",0.019,"uncharacterized LOC111121323"
"1455","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59711508,"XM_022462546.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"1457","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59711508,"XM_022462547.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"1459","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59704420,"XM_022462549.1","P22311","PU91_BRACO",0.019,"uncharacterized LOC111121323"
"1461","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59711508,"XM_022462543.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"1463","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,0,"NC_035781.1",59688080,59711516,"111121323",59688080,59711516,"XM_022462544.1","Q3B7N2","ACTN1_BOVIN",3e-05,"uncharacterized LOC111121323"
"1465","NC_035781.1",59717178,59717178,56.1371073298429,"+",5.14083215516673e-55,1.23325797259274e-51,0,"NC_035781.1",59711527,59723654,"111121324",59711527,59723654,"XM_022462550.1","F1LZF0","KLHL2_RAT",0,"kelch-like protein 2"
"1466","NC_035781.1",59716718,59716718,54.1202672605791,"+",5.79958408096653e-71,6.02891906511097e-67,0,"NC_035781.1",59711527,59723654,"111121324",59711527,59723654,"XM_022462550.1","F1LZF0","KLHL2_RAT",0,"kelch-like protein 2"
"1479","NC_035782.1",3352882,3352882,56.9444444444444,"+",1.25274542232564e-18,9.22242436045411e-17,0,"NC_035782.1",3351009,3370251,"111124535",3351009,3370233,"XM_022467475.1","O02373","UGDH_DROME",0,"UDP-glucose 6-dehydrogenase-like"
"1480","NC_035782.1",3352882,3352882,56.9444444444444,"+",1.25274542232564e-18,9.22242436045411e-17,0,"NC_035782.1",3351009,3370251,"111124535",3351009,3367810,"XM_022467472.1","O02373","UGDH_DROME",0,"UDP-glucose 6-dehydrogenase-like"
"1481","NC_035782.1",3352882,3352882,56.9444444444444,"+",1.25274542232564e-18,9.22242436045411e-17,0,"NC_035782.1",3351009,3370251,"111124535",3351009,3368032,"XM_022467471.1","O02373","UGDH_DROME",0,"UDP-glucose 6-dehydrogenase-like"
"1482","NC_035782.1",3352882,3352882,56.9444444444444,"+",1.25274542232564e-18,9.22242436045411e-17,0,"NC_035782.1",3351009,3370251,"111124535",3351009,3368023,"XM_022467473.1","O02373","UGDH_DROME",0,"UDP-glucose 6-dehydrogenase-like"
"1483","NC_035782.1",3352882,3352882,56.9444444444444,"+",1.25274542232564e-18,9.22242436045411e-17,0,"NC_035782.1",3351009,3370251,"111124535",3351009,3370251,"XM_022467474.1","O02373","UGDH_DROME",0,"UDP-glucose 6-dehydrogenase-like"
"1484","NC_035782.1",3352882,3352882,56.9444444444444,"+",1.25274542232564e-18,9.22242436045411e-17,0,"NC_035782.1",3351009,3370251,"111124535",3351009,3370241,"XM_022467476.1","O02373","UGDH_DROME",0,"UDP-glucose 6-dehydrogenase-like"
"1486","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4735562,4749716,"XM_022466481.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1487","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4742527,4749716,"XM_022466476.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1488","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4727151,4749668,"XM_022466483.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1489","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4735557,4763219,"XM_022466482.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1490","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4754931,4763219,"XM_022466477.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1491","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4730317,4763219,"XM_022466485.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1492","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4716673,4749717,"XM_022466478.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1493","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4726536,4749717,"XM_022466479.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1494","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,0,"NC_035782.1",4716673,4763219,"111123849",4730322,4749714,"XM_022466484.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"1499","NC_035782.1",6425689,6425689,55.3931835491241,"+",3.26669576843391e-22,3.74544690782929e-20,0,"NC_035782.1",6418633,6435112,"111124837",6418633,6435112,"XM_022468050.1","O15213","WDR46_HUMAN",8e-163,"WD repeat-containing protein 46-like"
"1506","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8700495,8731624,"XM_022464735.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1507","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8700495,8733676,"XM_022464736.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1508","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8700495,8739466,"XM_022464734.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1509","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8700495,8739466,"XM_022464739.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1510","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8705174,8739466,"XM_022464741.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1511","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8700495,8727120,"XM_022464737.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1512","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8705713,8739466,"XM_022464742.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1513","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8705569,8739466,"XM_022464743.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"1514","NC_035782.1",8707638,8707638,52.2722044461175,"+",1.03370746159824e-47,1.44078263828896e-44,0,"NC_035782.1",8700495,8739466,"111122801",8700495,8739466,"XM_022464740.1","P13808","B3A2_MOUSE",0,"band 3 anion transport protein-like"
"9094","NC_035782.1",15347936,15347936,55.660303856642,"+",5.16207884232923e-32,1.78377996684368e-29,0,"NC_035782.1",15344220,15354917,"111125832",15344220,15354917,"XM_022469995.1","O15234","CASC3_HUMAN",2e-17,"protein CASC3-like"
"9095","NC_035782.1",15347936,15347936,55.660303856642,"+",5.16207884232923e-32,1.78377996684368e-29,0,"NC_035782.1",15344220,15354917,"111125832",15344220,15354917,"XM_022469996.1","Q5CZI8","CASC3_XENTR",7e-18,"protein CASC3-like"
"9096","NC_035782.1",19354458,19354458,53.6017494211474,"+",1.82096384754015e-33,7.17714069614156e-31,0,"NC_035782.1",19347879,19359308,"111125036",19347879,19359308,"XM_022468470.1","Q52KN9","CWC22_XENLA",0,"pre-mRNA-splicing factor CWC22 homolog"
"9097","NC_035782.1",19354458,19354458,53.6017494211474,"+",1.82096384754015e-33,7.17714069614156e-31,0,"NC_035782.1",19347879,19359308,"111125036",19347879,19359308,"XM_022468469.1","Q52KN9","CWC22_XENLA",0,"pre-mRNA-splicing factor CWC22 homolog"
"9580","NC_035782.1",22559284,22559284,52.5774922537654,"+",7.15075295196457e-57,2.02732300361221e-53,0,"NC_035782.1",22558708,22571865,"111124120",22558708,22571865,"XM_022466983.1","Q5SUR0","PUR4_MOUSE",0,"phosphoribosylformylglycinamidine synthase-like"
"9581","NC_035782.1",23870429,23870429,74.0659340659341,"+",8.51285756691598e-32,2.87398683884746e-29,0,"NC_035782.1",23866796,23874758,"111127652",23867169,23874758,"XM_022472930.1","P61158","ARP3_HUMAN",0,"actin-related protein 3"
"9582","NC_035782.1",23870429,23870429,74.0659340659341,"+",8.51285756691598e-32,2.87398683884746e-29,0,"NC_035782.1",23866796,23874758,"111127652",23866796,23874758,"XM_022472931.1","P61158","ARP3_HUMAN",0,"actin-related protein 3"
"9583","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-05,"titin-like"
"9584","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",3e-13,"titin-like"
"9585","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7,"titin-like"
"9586","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.003,"titin-like"
"9587","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",2e-05,"titin-like"
"9588","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5.8,"titin-like"
"9589","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",3e-05,"titin-like"
"9590","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",3e-12,"titin-like"
"9591","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5e-09,"titin-like"
"9592","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.36,"titin-like"
"9593","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",6e-05,"titin-like"
"9594","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.04,"titin-like"
"9595","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.051,"titin-like"
"9596","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",2e-13,"titin-like"
"9597","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5.5,"titin-like"
"9598","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7.1,"titin-like"
"9599","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",9e-05,"titin-like"
"9600","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1e-06,"titin-like"
"9601","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5.3,"titin-like"
"9602","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.032,"titin-like"
"9603","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7.8,"titin-like"
"9604","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.071,"titin-like"
"9605","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",6e-04,"titin-like"
"9606","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.049,"titin-like"
"9607","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-13,"titin-like"
"9608","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1e-04,"titin-like"
"9609","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1e-12,"titin-like"
"9610","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",3e-09,"titin-like"
"9611","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",8e-16,"titin-like"
"9612","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.002,"titin-like"
"9613","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-12,"titin-like"
"9614","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1.4,"titin-like"
"9615","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5e-04,"titin-like"
"9616","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-04,"titin-like"
"9617","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",2e-09,"titin-like"
"9618","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",9e-07,"titin-like"
"9619","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.089,"titin-like"
"9620","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.085,"titin-like"
"9621","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.11,"titin-like"
"9622","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1e-28,"titin-like"
"9623","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-11,"titin-like"
"9624","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.31,"titin-like"
"9625","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",6.9,"titin-like"
"9626","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5e-05,"titin-like"
"9627","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",9e-16,"titin-like"
"9628","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",3e-04,"titin-like"
"9629","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.092,"titin-like"
"9630","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",2e-15,"titin-like"
"9631","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7.5,"titin-like"
"9632","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1e-31,"titin-like"
"9633","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",8e-12,"titin-like"
"9634","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.064,"titin-like"
"9635","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.12,"titin-like"
"9636","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7e-05,"titin-like"
"9637","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.072,"titin-like"
"9638","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5,"titin-like"
"9639","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",1e-09,"titin-like"
"9640","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",6.6,"titin-like"
"9641","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7.4,"titin-like"
"9642","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.1,"titin-like"
"9643","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-09,"titin-like"
"9644","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",2e-30,"titin-like"
"9645","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",8e-05,"titin-like"
"9646","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.031,"titin-like"
"9647","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",7e-33,"titin-like"
